H,S,V,class
38,63,207,branco
41,51,249,branco
42,49,254,branco
41,45,255,branco
41,45,255,branco
39,42,255,branco
37,38,255,branco
36,36,255,branco
38,37,255,branco
40,36,254,branco
43,37,254,branco
44,38,254,branco
46,39,255,branco
44,36,254,branco
43,36,255,branco
43,33,255,branco
43,30,255,branco
44,28,255,branco
42,25,255,branco
43,21,255,branco
41,21,255,branco
37,17,254,branco
37,17,255,branco
34,16,255,branco
32,18,255,branco
32,18,254,branco
33,21,254,branco
29,21,255,branco
30,21,255,branco
30,24,254,branco
32,26,255,branco
33,24,255,branco
33,24,254,branco
35,25,255,branco
36,28,255,branco
38,33,255,branco
39,38,255,branco
42,44,253,branco
39,83,151,branco
41,57,215,branco
44,48,252,branco
45,48,255,branco
44,45,255,branco
42,44,254,branco
39,40,255,branco
36,38,255,branco
34,35,255,branco
36,36,255,branco
38,37,254,branco
42,39,254,branco
44,40,254,branco
46,39,254,branco
44,38,255,branco
44,36,255,branco
44,33,255,branco
44,30,255,branco
45,26,255,branco
45,24,255,branco
43,21,255,branco
44,19,255,branco
38,15,255,branco
37,17,255,branco
32,16,255,branco
32,18,255,branco
29,21,254,branco
29,22,254,branco
27,23,255,branco
30,24,254,branco
30,28,255,branco
32,28,255,branco
32,26,255,branco
33,24,255,branco
34,22,255,branco
36,25,255,branco
36,30,255,branco
39,37,255,branco
40,44,255,branco
40,86,140,branco
42,52,224,branco
45,48,255,branco
45,46,255,branco
45,43,254,branco
43,42,254,branco
39,38,255,branco
36,36,255,branco
34,35,255,branco
35,36,255,branco
36,34,254,branco
40,36,254,branco
43,37,254,branco
44,38,254,branco
45,34,254,branco
45,31,254,branco
45,31,255,branco
46,29,255,branco
45,26,255,branco
45,24,255,branco
43,21,255,branco
44,19,255,branco
37,17,255,branco
37,17,255,branco
32,18,255,branco
33,21,255,branco
29,22,254,branco
30,24,253,branco
28,25,254,branco
30,26,254,branco
30,28,255,branco
32,28,255,branco
32,26,255,branco
33,24,255,branco
34,22,255,branco
35,24,255,branco
36,30,255,branco
39,35,255,branco
41,40,255,branco
44,47,253,branco
45,51,231,branco
47,47,255,branco
47,47,255,branco
46,44,254,branco
43,42,255,branco
39,38,255,branco
36,36,255,branco
34,35,255,branco
33,35,255,branco
36,34,254,branco
40,36,255,branco
42,36,254,branco
43,36,254,branco
45,31,253,branco
46,29,255,branco
46,26,255,branco
46,26,255,branco
45,24,254,branco
46,22,255,branco
44,19,255,branco
44,19,255,branco
37,17,254,branco
38,20,255,branco
33,21,255,branco
33,22,255,branco
30,24,254,branco
30,26,254,branco
28,27,255,branco
30,28,254,branco
31,31,255,branco
33,29,255,branco
32,26,255,branco
33,24,255,branco
34,22,255,branco
37,23,255,branco
36,28,255,branco
40,32,255,branco
42,39,255,branco
45,43,255,branco
47,50,231,branco
48,45,254,branco
49,46,255,branco
47,45,255,branco
44,42,255,branco
41,37,255,branco
35,35,255,branco
33,32,255,branco
34,33,255,branco
35,32,254,branco
39,34,255,branco
40,34,254,branco
44,33,254,branco
46,26,253,branco
47,25,254,branco
47,25,255,branco
48,23,255,branco
46,22,255,branco
48,20,255,branco
44,19,255,branco
44,19,255,branco
38,20,254,branco
37,22,255,branco
33,22,255,branco
33,24,255,branco
30,28,255,branco
30,30,255,branco
30,30,255,branco
30,30,255,branco
31,32,254,branco
33,31,255,branco
33,27,255,branco
33,22,254,branco
34,21,254,branco
37,22,255,branco
37,23,254,branco
40,29,255,branco
43,35,255,branco
45,37,255,branco
49,49,224,branco
51,44,254,branco
50,46,255,branco
48,45,254,branco
45,43,255,branco
41,37,255,branco
35,35,255,branco
33,32,255,branco
33,32,255,branco
33,31,253,branco
36,33,254,branco
40,34,255,branco
43,30,254,branco
47,25,254,branco
50,20,254,branco
50,20,255,branco
50,20,255,branco
48,20,255,branco
47,19,255,branco
44,19,255,branco
41,21,255,branco
37,22,255,branco
37,23,255,branco
33,24,254,branco
33,27,255,branco
31,31,255,branco
31,32,255,branco
29,32,255,branco
31,34,255,branco
31,32,254,branco
33,31,255,branco
33,27,255,branco
33,22,254,branco
34,21,255,branco
36,19,255,branco
40,22,255,branco
42,25,255,branco
44,30,255,branco
48,35,255,branco
51,35,255,branco
53,48,218,branco
53,43,255,branco
52,45,255,branco
50,44,255,branco
46,42,255,branco
41,37,255,branco
37,35,255,branco
33,32,255,branco
33,32,255,branco
33,31,254,branco
37,31,255,branco
39,31,254,branco
44,28,254,branco
50,20,254,branco
53,17,255,branco
51,17,255,branco
52,18,255,branco
49,17,254,branco
47,19,255,branco
44,19,255,branco
41,21,255,branco
37,22,255,branco
37,23,255,branco
33,27,255,branco
33,29,255,branco
31,32,255,branco
31,34,255,branco
30,34,254,branco
32,37,255,branco
31,34,253,branco
34,33,255,branco
33,27,255,branco
33,22,254,branco
35,19,255,branco
37,17,255,branco
41,20,255,branco
44,23,255,branco
46,24,255,branco
50,31,253,branco
53,31,255,branco
55,46,214,branco
55,42,254,branco
53,43,255,branco
50,41,255,branco
46,41,255,branco
42,38,255,branco
37,36,255,branco
33,32,255,branco
33,32,255,branco
35,30,255,branco
37,31,255,branco
39,29,254,branco
45,26,254,branco
52,18,254,branco
56,14,254,branco
56,14,255,branco
53,17,255,branco
49,17,254,branco
47,19,255,branco
43,21,255,branco
40,23,255,branco
37,23,254,branco
37,26,255,branco
33,29,254,branco
33,31,255,branco
31,34,255,branco
31,36,255,branco
30,36,254,branco
32,37,255,branco
32,37,254,branco
33,35,255,branco
33,27,254,branco
35,23,255,branco
35,19,254,branco
37,17,255,branco
43,16,255,branco
48,20,255,branco
46,21,255,branco
51,28,254,branco
57,29,255,branco
56,45,228,branco
55,42,254,branco
52,40,255,branco
49,40,253,branco
42,39,255,branco
38,37,255,branco
35,33,255,branco
33,32,255,branco
35,30,255,branco
39,31,255,branco
41,30,255,branco
45,24,254,branco
53,16,255,branco
60,12,255,branco
60,11,255,branco
56,14,255,branco
51,16,255,branco
47,19,255,branco
43,21,255,branco
40,23,254,branco
37,26,255,branco
36,28,255,branco
33,31,254,branco
34,33,255,branco
31,34,255,branco
31,36,255,branco
30,36,254,branco
32,39,255,branco
32,37,253,branco
33,35,254,branco
34,27,254,branco
35,23,255,branco
34,16,255,branco
36,14,255,branco
43,14,254,branco
49,17,255,branco
50,23,253,branco
52,26,255,branco
59,27,253,branco
64,30,253,branco
59,39,228,branco
56,40,252,branco
52,39,255,branco
49,40,254,branco
42,39,255,branco
38,37,255,branco
35,33,255,branco
35,32,255,branco
36,30,255,branco
39,29,254,branco
44,28,255,branco
47,25,254,branco
56,14,254,branco
65,12,255,branco
60,12,255,branco
56,14,255,branco
51,16,255,branco
47,19,255,branco
43,21,254,branco
42,25,255,branco
37,26,255,branco
36,30,255,branco
35,32,255,branco
34,33,255,branco
31,34,255,branco
31,36,255,branco
30,36,254,branco
32,37,255,branco
33,37,253,branco
35,36,254,branco
34,27,253,branco
34,21,254,branco
38,15,255,branco
43,14,255,branco
46,15,255,branco
49,17,254,branco
51,21,255,branco
56,25,255,branco
59,27,254,branco
64,30,255,branco
61,37,237,branco
56,37,253,branco
52,39,255,branco
49,40,254,branco
43,39,255,branco
39,38,255,branco
36,34,255,branco
36,32,255,branco
39,31,255,branco
41,30,255,branco
46,29,255,branco
50,23,254,branco
58,14,255,branco
67,13,255,branco
60,12,255,branco
53,16,255,branco
49,17,255,branco
46,21,255,branco
42,23,255,branco
41,27,255,branco
36,28,254,branco
37,31,255,branco
35,32,255,branco
34,33,255,branco
31,32,255,branco
31,34,255,branco
30,34,255,branco
32,37,255,branco
33,37,253,branco
35,36,255,branco
34,27,253,branco
37,22,255,branco
38,15,255,branco
45,12,255,branco
48,13,255,branco
53,17,255,branco
57,18,255,branco
57,26,254,branco
59,27,254,branco
64,32,255,branco
60,32,247,branco
56,37,255,branco
53,40,255,branco
49,40,253,branco
43,39,255,branco
41,38,255,branco
38,34,255,branco
38,33,255,branco
40,32,255,branco
44,28,254,branco
48,27,254,branco
53,24,254,branco
58,15,255,branco
62,13,255,branco
56,14,255,branco
53,16,255,branco
49,17,254,branco
46,22,255,branco
43,24,255,branco
41,27,255,branco
39,29,255,branco
37,31,255,branco
35,32,255,branco
34,32,255,branco
33,32,255,branco
31,32,255,branco
29,32,255,branco
31,34,255,branco
33,37,253,branco
35,34,254,branco
36,28,254,branco
37,22,255,branco
38,15,255,branco
45,12,255,branco
48,13,254,branco
53,17,255,branco
57,19,255,branco
57,26,253,branco
59,30,255,branco
62,33,255,branco
65,37,255,branco
57,35,251,branco
53,41,255,branco
49,40,253,branco
44,40,255,branco
41,38,255,branco
39,35,255,branco
40,34,255,branco
43,30,254,branco
47,29,254,branco
51,28,254,branco
54,25,254,branco
62,16,255,branco
62,13,255,branco
58,14,255,branco
53,18,255,branco
50,20,255,branco
45,24,255,branco
42,25,255,branco
41,27,255,branco
39,29,255,branco
36,30,255,branco
35,32,255,branco
34,31,255,branco
33,31,255,branco
32,30,255,branco
30,30,255,branco
32,31,255,branco
35,36,254,branco
36,34,254,branco
36,28,254,branco
37,22,254,branco
43,16,255,branco
45,12,254,branco
52,11,254,branco
56,14,254,branco
55,22,255,branco
57,26,254,branco
58,31,254,branco
61,34,255,branco
63,34,255,branco
56,35,247,branco
51,40,254,branco
49,40,255,branco
45,40,255,branco
42,39,255,branco
42,36,255,branco
42,35,255,branco
45,31,254,branco
49,30,254,branco
55,28,255,branco
57,26,255,branco
58,17,255,branco
58,14,255,branco
54,15,255,branco
53,17,255,branco
48,22,255,branco
46,24,255,branco
44,25,255,branco
40,29,255,branco
39,31,255,branco
38,30,255,branco
34,31,255,branco
34,31,255,branco
33,31,255,branco
33,29,255,branco
30,28,255,branco
32,30,255,branco
35,36,255,branco
36,34,255,branco
36,28,255,branco
41,20,255,branco
43,14,255,branco
48,12,255,branco
57,11,255,branco
56,14,254,branco
55,22,255,branco
55,28,255,branco
56,34,254,branco
59,35,252,branco
61,37,255,branco
56,35,250,branco
51,39,255,branco
48,39,255,branco
45,41,255,branco
42,39,254,branco
42,36,255,branco
42,35,255,branco
46,32,255,branco
50,31,254,branco
56,29,255,branco
58,26,254,branco
57,18,255,branco
54,16,255,branco
53,17,255,branco
51,20,255,branco
48,23,255,branco
46,26,255,branco
43,27,255,branco
40,29,255,branco
39,31,255,branco
38,30,255,branco
34,29,255,branco
34,29,255,branco
33,29,255,branco
33,27,255,branco
30,26,254,branco
32,28,255,branco
35,33,255,branco
38,34,255,branco
39,28,255,branco
41,20,255,branco
43,14,255,branco
51,10,255,branco
57,11,255,branco
58,15,255,branco
55,22,255,branco
54,29,254,branco
55,36,254,branco
58,37,252,branco
59,39,253,branco
61,42,253,branco
53,32,255,branco
50,36,255,branco
47,39,255,branco
45,41,255,branco
44,40,255,branco
43,37,255,branco
43,36,255,branco
46,32,254,branco
50,31,254,branco
55,30,255,branco
56,29,255,branco
56,22,255,branco
54,21,255,branco
52,22,255,branco
52,23,255,branco
48,26,254,branco
46,26,254,branco
46,29,255,branco
43,30,254,branco
41,30,255,branco
39,31,255,branco
36,28,255,branco
36,27,255,branco
34,27,255,branco
34,27,255,branco
33,24,254,branco
34,27,255,branco
39,35,255,branco
39,35,255,branco
41,30,255,branco
42,25,255,branco
44,19,255,branco
49,17,255,branco
53,17,255,branco
54,19,255,branco
52,23,255,branco
54,29,253,branco
54,32,255,branco
56,36,255,branco
60,36,253,branco
62,40,255,branco
49,31,244,branco
47,34,255,branco
46,39,255,branco
45,41,255,branco
45,41,255,branco
44,38,254,branco
44,36,254,branco
47,35,255,branco
48,32,254,branco
50,31,255,branco
51,28,254,branco
51,28,254,branco
51,28,254,branco
51,28,255,branco
51,28,255,branco
50,28,255,branco
49,30,255,branco
47,29,255,branco
46,29,255,branco
46,29,255,branco
43,30,255,branco
41,27,254,branco
40,27,255,branco
37,26,254,branco
37,26,255,branco
37,26,255,branco
39,28,255,branco
40,34,254,branco
42,36,254,branco
42,35,254,branco
43,33,255,branco
43,30,254,branco
46,29,255,branco
46,26,255,branco
46,26,255,branco
48,27,254,branco
50,28,254,branco
55,28,255,branco
56,29,255,branco
61,29,254,branco
65,33,255,branco
43,32,255,branco
44,38,255,branco
45,41,255,branco
45,41,255,branco
46,39,255,branco
46,39,255,branco
46,37,255,branco
47,35,255,branco
49,30,254,branco
50,31,255,branco
53,32,254,branco
53,32,255,branco
53,32,255,branco
53,32,255,branco
50,31,255,branco
50,31,255,branco
47,29,254,branco
47,29,254,branco
46,29,255,branco
45,28,255,branco
44,28,255,branco
41,27,254,branco
40,27,255,branco
39,26,255,branco
39,26,255,branco
40,28,255,branco
42,35,253,branco
43,37,254,branco
43,36,254,branco
43,36,255,branco
43,36,255,branco
44,33,254,branco
45,31,255,branco
45,28,255,branco
47,26,255,branco
48,27,255,branco
53,24,255,branco
56,25,255,branco
64,25,254,branco
66,29,255,branco
69,31,255,branco
42,33,255,branco
44,37,255,branco
45,41,255,branco
45,43,255,branco
46,41,255,branco
47,39,255,branco
47,37,255,branco
48,35,255,branco
50,31,255,branco
52,31,255,branco
54,29,253,branco
55,30,255,branco
54,29,254,branco
54,29,255,branco
51,28,254,branco
51,28,255,branco
48,27,255,branco
48,27,255,branco
46,26,254,branco
46,26,254,branco
45,26,255,branco
42,25,254,branco
40,24,253,branco
40,24,254,branco
40,24,254,branco
41,27,255,branco
43,33,252,branco
43,36,253,branco
43,36,253,branco
43,36,254,branco
44,33,254,branco
44,33,254,branco
45,31,255,branco
45,28,255,branco
46,26,255,branco
48,27,255,branco
53,24,255,branco
56,25,255,branco
63,24,255,branco
66,27,255,branco
67,29,255,branco
42,36,251,branco
42,39,254,branco
43,42,255,branco
45,43,255,branco
46,42,255,branco
47,39,254,branco
49,38,255,branco
51,33,255,branco
53,32,255,branco
55,30,255,branco
55,30,255,branco
56,28,255,branco
55,28,255,branco
54,27,255,branco
52,27,255,branco
52,26,255,branco
51,26,255,branco
48,25,255,branco
47,25,254,branco
47,25,255,branco
45,24,254,branco
45,24,254,branco
43,24,255,branco
40,23,254,branco
40,23,255,branco
42,25,255,branco
43,30,252,branco
43,36,253,branco
44,33,252,branco
44,33,253,branco
44,33,254,branco
45,31,255,branco
46,29,255,branco
45,28,255,branco
46,26,255,branco
48,26,255,branco
53,24,255,branco
59,23,255,branco
63,24,254,branco
65,28,255,branco
67,29,255,branco
40,36,241,branco
42,39,255,branco
43,42,255,branco
45,43,255,branco
46,42,255,branco
49,40,255,branco
50,39,255,branco
53,34,255,branco
54,32,255,branco
56,30,255,branco
58,26,255,branco
58,26,255,branco
57,26,255,branco
56,25,255,branco
54,25,255,branco
54,25,255,branco
53,24,255,branco
50,23,254,branco
48,23,255,branco
48,22,255,branco
46,22,255,branco
46,22,255,branco
43,21,255,branco
43,21,255,branco
41,21,255,branco
42,23,255,branco
46,29,254,branco
45,34,254,branco
46,32,254,branco
46,32,255,branco
45,31,255,branco
47,29,255,branco
46,29,255,branco
46,26,255,branco
47,25,255,branco
48,26,255,branco
53,24,255,branco
56,22,255,branco
61,22,254,branco
64,25,255,branco
67,27,255,branco
37,36,255,branco
42,44,255,branco
43,45,255,branco
45,43,254,branco
49,40,255,branco
50,39,254,branco
55,36,255,branco
58,31,255,branco
59,30,255,branco
61,25,255,branco
60,24,255,branco
61,22,254,branco
59,23,255,branco
59,20,254,branco
56,22,254,branco
57,19,254,branco
55,22,255,branco
52,18,254,branco
50,20,255,branco
49,17,255,branco
47,19,255,branco
46,17,255,branco
43,18,255,branco
43,16,255,branco
43,21,255,branco
46,26,253,branco
46,32,254,branco
47,29,253,branco
47,29,254,branco
47,29,255,branco
48,27,255,branco
46,26,254,branco
47,25,255,branco
47,25,255,branco
48,23,255,branco
51,21,255,branco
54,21,255,branco
61,22,255,branco
63,23,255,branco
67,27,255,branco
74,37,255,branco
38,40,253,branco
40,43,254,branco
42,44,255,branco
45,43,255,branco
48,42,254,branco
52,38,254,branco
55,36,254,branco
59,32,255,branco
62,30,255,branco
64,25,255,branco
63,24,255,branco
63,21,254,branco
61,22,255,branco
60,19,255,branco
59,20,255,branco
58,18,255,branco
57,19,255,branco
53,17,254,branco
52,18,255,branco
51,16,255,branco
49,17,255,branco
46,15,255,branco
45,16,255,branco
43,14,254,branco
43,18,255,branco
48,26,254,branco
49,30,255,branco
48,27,254,branco
48,27,255,branco
48,27,255,branco
48,26,255,branco
47,25,255,branco
46,22,255,branco
46,22,255,branco
50,20,254,branco
50,20,255,branco
54,19,255,branco
60,19,255,branco
63,21,254,branco
65,24,255,branco
73,34,255,branco
36,44,238,branco
38,43,253,branco
41,45,255,branco
44,45,255,branco
48,42,254,branco
52,38,253,branco
56,34,253,branco
59,32,254,branco
62,30,255,branco
64,25,254,branco
64,23,254,branco
63,21,253,branco
63,21,254,branco
60,19,255,branco
60,19,255,branco
58,18,255,branco
58,18,255,branco
53,17,254,branco
53,17,255,branco
51,16,255,branco
51,16,255,branco
46,15,255,branco
46,15,255,branco
43,14,254,branco
45,16,255,branco
50,23,254,branco
50,28,255,branco
48,26,255,branco
48,26,255,branco
48,25,255,branco
50,23,255,branco
46,22,255,branco
47,19,255,branco
48,20,255,branco
48,20,255,branco
49,17,254,branco
52,18,255,branco
58,18,255,branco
60,19,255,branco
64,23,255,branco
73,32,255,branco
35,47,227,branco
36,45,255,branco
40,46,255,branco
43,45,254,branco
46,41,255,branco
51,37,255,branco
56,34,253,branco
60,31,255,branco
64,30,254,branco
65,25,254,branco
67,23,255,branco
66,21,255,branco
66,20,255,branco
63,18,255,branco
63,18,255,branco
62,16,255,branco
62,15,255,branco
56,14,255,branco
56,14,255,branco
53,13,255,branco
53,13,255,branco
48,13,255,branco
48,12,255,branco
45,12,255,branco
46,15,255,branco
51,21,254,branco
51,26,255,branco
53,24,254,branco
53,24,255,branco
50,23,255,branco
51,21,255,branco
48,20,255,branco
49,17,255,branco
45,16,255,branco
49,17,255,branco
51,16,255,branco
53,16,255,branco
55,17,254,branco
58,18,255,branco
63,21,255,branco
71,31,255,branco
77,49,255,branco
35,46,255,branco
38,45,255,branco
41,45,253,branco
45,43,255,branco
50,36,255,branco
55,33,253,branco
60,31,255,branco
64,30,254,branco
65,25,254,branco
67,23,254,branco
66,21,255,branco
66,21,255,branco
63,18,254,branco
63,18,254,branco
62,17,255,branco
62,16,255,branco
56,14,254,branco
56,14,255,branco
54,14,255,branco
53,13,255,branco
48,13,255,branco
48,12,255,branco
45,12,255,branco
45,14,255,branco
51,21,255,branco
53,24,255,branco
55,22,255,branco
54,21,255,branco
51,20,255,branco
52,18,255,branco
49,17,255,branco
48,15,255,branco
45,16,255,branco
46,17,255,branco
46,15,255,branco
51,16,255,branco
53,17,255,branco
55,17,254,branco
60,18,255,branco
70,28,255,branco
76,45,254,branco
34,46,254,branco
35,46,255,branco
39,44,254,branco
43,42,254,branco
48,36,255,branco
53,32,254,branco
61,29,255,branco
63,28,253,branco
65,25,254,branco
64,23,254,branco
63,21,254,branco
63,21,255,branco
60,19,255,branco
60,19,255,branco
58,18,255,branco
58,17,255,branco
53,17,254,branco
53,17,255,branco
51,16,254,branco
51,16,255,branco
46,15,254,branco
45,14,255,branco
43,14,255,branco
45,14,255,branco
54,19,255,branco
55,22,255,branco
57,19,254,branco
57,19,255,branco
53,18,255,branco
53,16,255,branco
50,15,255,branco
45,14,255,branco
43,14,255,branco
43,14,254,branco
43,14,254,branco
46,15,255,branco
51,16,254,branco
53,17,255,branco
58,18,255,branco
68,24,255,branco
74,39,253,branco
32,48,249,branco
34,45,255,branco
38,43,254,branco
42,42,255,branco
47,35,255,branco
53,32,254,branco
59,27,255,branco
65,28,254,branco
64,25,254,branco
64,23,254,branco
63,21,254,branco
63,21,254,branco
60,19,255,branco
60,19,255,branco
58,18,255,branco
58,18,255,branco
55,17,253,branco
53,17,254,branco
51,16,254,branco
51,16,255,branco
46,15,254,branco
46,15,255,branco
43,14,255,branco
46,15,255,branco
55,17,254,branco
57,19,255,branco
58,18,255,branco
58,18,255,branco
53,17,255,branco
51,16,254,branco
46,15,254,branco
46,15,255,branco
43,14,255,branco
43,14,254,branco
43,14,255,branco
43,14,255,branco
46,15,254,branco
51,16,255,branco
55,17,255,branco
63,21,255,branco
71,33,253,branco
74,39,254,branco
31,50,242,branco
34,48,253,branco
36,45,255,branco
39,40,253,branco
45,34,255,branco
51,28,253,branco
60,24,254,branco
64,25,255,branco
63,24,255,branco
63,24,255,branco
63,23,255,branco
61,22,255,branco
59,20,255,branco
59,20,255,branco
57,19,254,branco
57,19,255,branco
53,18,255,branco
51,17,255,branco
49,17,255,branco
49,17,255,branco
45,16,255,branco
44,15,255,branco
42,15,255,branco
46,15,255,branco
55,17,255,branco
60,17,255,branco
62,16,255,branco
62,16,255,branco
56,14,255,branco
54,14,255,branco
48,13,255,branco
45,12,255,branco
38,11,255,branco
38,11,254,branco
38,11,255,branco
45,12,255,branco
46,15,255,branco
50,15,255,branco
53,16,255,branco
60,18,255,branco
66,28,255,branco
70,32,254,branco
29,53,235,branco
32,48,250,branco
35,44,254,branco
38,40,253,branco
44,33,254,branco
50,28,254,branco
59,23,254,branco
63,23,255,branco
63,24,255,branco
63,24,255,branco
63,23,255,branco
63,23,255,branco
61,21,255,branco
59,20,255,branco
57,19,254,branco
57,19,255,branco
53,18,255,branco
53,17,255,branco
49,17,255,branco
49,17,255,branco
45,16,255,branco
45,16,255,branco
43,16,255,branco
49,16,255,branco
62,16,255,branco
64,17,255,branco
62,16,255,branco
62,16,255,branco
56,14,255,branco
54,14,255,branco
52,11,255,branco
48,10,255,branco
38,11,255,branco
38,11,254,branco
38,11,254,branco
38,11,254,branco
43,14,254,branco
46,15,255,branco
51,16,255,branco
55,17,254,branco
63,21,254,branco
65,25,252,branco
31,50,250,branco
34,44,255,branco
38,40,254,branco
42,32,255,branco
48,27,255,branco
56,22,254,branco
61,21,255,branco
63,24,255,branco
60,24,255,branco
60,24,255,branco
60,23,255,branco
59,23,255,branco
56,22,255,branco
55,22,255,branco
55,22,255,branco
51,21,255,branco
51,20,255,branco
48,20,255,branco
47,19,255,branco
44,19,255,branco
43,18,255,branco
43,18,255,branco
49,17,255,branco
62,17,255,branco
67,18,255,branco
66,16,254,branco
66,16,255,branco
60,12,255,branco
57,11,254,branco
52,11,255,branco
48,10,255,branco
40,9,255,branco
34,8,253,branco
35,11,255,branco
38,11,255,branco
43,14,254,branco
46,15,255,branco
50,15,255,branco
53,17,254,branco
57,19,254,branco
59,20,252,branco
60,19,255,branco
32,45,253,branco
33,40,255,branco
36,37,254,branco
40,29,255,branco
45,24,255,branco
52,18,253,branco
58,18,253,branco
63,21,253,branco
63,24,255,branco
63,24,255,branco
63,23,255,branco
63,23,255,branco
61,21,255,branco
59,20,255,branco
59,20,255,branco
57,19,254,branco
54,19,255,branco
52,18,255,branco
49,17,255,branco
46,17,255,branco
45,16,255,branco
45,16,255,branco
51,16,255,branco
58,15,254,branco
66,16,254,branco
66,16,254,branco
62,13,255,branco
60,11,255,branco
63,9,255,branco
56,7,255,branco
50,6,255,branco
30,5,255,branco
35,6,255,branco
34,8,255,branco
33,10,255,branco
35,11,255,branco
37,13,255,branco
42,13,255,branco
46,15,254,branco
52,18,255,branco
54,19,253,branco
58,18,255,branco
34,40,254,branco
33,37,255,branco
35,33,255,branco
35,25,255,branco
38,20,254,branco
33,9,255,branco
51,10,255,branco
66,16,253,branco
66,21,254,branco
67,23,254,branco
67,23,254,branco
67,23,254,branco
67,23,254,branco
67,23,254,branco
67,23,254,branco
66,21,255,branco
63,18,255,branco
58,15,255,branco
56,14,255,branco
53,13,255,branco
48,12,255,branco
45,12,255,branco
48,13,255,branco
56,14,253,branco
58,15,254,branco
62,14,255,branco
60,12,255,branco
65,11,255,branco
67,9,255,branco
70,6,255,branco
68,4,255,branco
30,2,255,branco
30,2,255,branco
24,5,255,branco
19,8,255,branco
21,10,254,branco
23,12,253,branco
26,14,254,branco
35,13,254,branco
43,14,255,branco
52,18,252,branco
58,14,255,branco
33,38,247,branco
33,35,253,branco
33,31,254,branco
31,23,255,branco
32,16,255,branco
30,8,255,branco
51,7,254,branco
67,13,253,branco
69,21,255,branco
69,21,254,branco
69,23,255,branco
69,23,255,branco
70,24,254,branco
70,24,254,branco
70,24,255,branco
70,22,255,branco
69,20,255,branco
66,16,255,branco
62,13,255,branco
57,11,255,branco
51,10,255,branco
48,10,255,branco
48,13,255,branco
56,14,253,branco
55,17,255,branco
60,12,254,branco
60,12,255,branco
66,10,255,branco
67,9,255,branco
80,6,255,branco
83,4,255,branco
75,2,255,branco
30,2,254,branco
20,3,254,branco
19,8,255,branco
13,9,254,branco
21,13,254,branco
18,13,255,branco
26,14,255,branco
43,16,255,branco
51,17,255,branco
55,13,255,branco
71,16,255,branco
33,36,248,branco
33,31,253,branco
33,23,255,branco
32,15,255,branco
34,8,253,branco
51,7,255,branco
67,13,254,branco
67,18,255,branco
67,18,253,branco
69,21,254,branco
69,23,255,branco
69,23,255,branco
70,24,255,branco
70,24,255,branco
70,22,255,branco
69,20,255,branco
67,17,255,branco
66,16,255,branco
60,12,255,branco
57,11,255,branco
57,10,255,branco
53,13,255,branco
56,14,254,branco
55,17,255,branco
62,14,255,branco
60,12,255,branco
66,10,255,branco
67,9,255,branco
84,5,255,branco
83,4,255,branco
75,2,255,branco
30,2,254,branco
20,3,255,branco
25,6,253,branco
19,8,254,branco
23,12,254,branco
21,13,255,branco
30,12,253,branco
42,15,255,branco
53,16,255,branco
60,12,255,branco
71,16,253,branco
33,36,246,branco
35,32,253,branco
35,23,255,branco
32,15,255,branco
34,8,253,branco
53,4,255,branco
65,11,255,branco
66,16,255,branco
66,16,254,branco
67,18,254,branco
69,21,255,branco
69,23,255,branco
69,23,255,branco
70,23,255,branco
69,23,255,branco
70,22,255,branco
69,20,255,branco
67,17,255,branco
66,16,255,branco
62,13,255,branco
60,11,255,branco
60,12,255,branco
58,15,255,branco
58,15,255,branco
62,14,255,branco
67,13,254,branco
68,11,254,branco
73,9,255,branco
83,8,255,branco
84,5,255,branco
90,3,255,branco
90,1,255,branco
30,2,254,branco
24,5,255,branco
25,6,254,branco
21,10,255,branco
25,11,255,branco
30,12,254,branco
42,13,255,branco
53,17,255,branco
60,12,255,branco
71,16,254,branco
35,35,246,branco
35,32,254,branco
35,23,255,branco
36,14,255,branco
40,9,254,branco
53,4,255,branco
63,9,255,branco
65,11,255,branco
67,13,254,branco
69,16,255,branco
70,18,255,branco
72,20,254,branco
72,22,255,branco
72,22,255,branco
73,24,255,branco
72,22,255,branco
72,22,255,branco
72,20,254,branco
70,18,255,branco
71,17,255,branco
70,15,255,branco
66,16,255,branco
66,16,255,branco
66,16,255,branco
66,16,255,branco
67,13,254,branco
69,13,255,branco
74,11,255,branco
80,9,255,branco
80,6,255,branco
84,5,255,branco
90,3,255,branco
50,3,255,branco
36,5,255,branco
35,6,255,branco
30,8,254,branco
30,8,255,branco
33,10,255,branco
48,12,255,branco
56,14,255,branco
67,9,255,branco
76,15,255,branco
88,19,255,branco
35,37,237,branco
37,31,255,branco
34,21,255,branco
38,15,255,branco
40,9,255,branco
53,4,255,branco
55,6,255,branco
63,9,255,branco
65,11,255,branco
67,13,255,branco
69,16,255,branco
70,18,255,branco
72,20,254,branco
72,22,255,branco
73,24,255,branco
73,24,255,branco
73,24,255,branco
72,22,254,branco
72,22,255,branco
72,20,255,branco
72,20,255,branco
70,18,255,branco
69,16,255,branco
69,16,255,branco
69,16,255,branco
71,16,255,branco
74,13,255,branco
74,13,255,branco
79,11,255,branco
80,9,255,branco
80,6,255,branco
80,6,255,branco
66,5,255,branco
50,3,254,branco
42,5,254,branco
43,7,255,branco
35,6,254,branco
40,9,255,branco
51,10,255,branco
57,11,255,branco
69,10,255,branco
80,15,253,branco
